	id	query	title	lang	pub_date	text	url
0	0	조폐공사	한국조폐공사, 한국의 문화유산 시리즈 27번째 '통명전 메달' 판매		2016-03-31 04:30:25+00:00		https://www.ajunews.com/view/20160331133121503
1	1	조폐공사	"[단독] 조폐공사 ""주민등록증 들고다닐 필요없죠"""	ko	2016-11-08 00:00:00+00:00	" 김화동 한국조폐공사 사장이 스마트폰에 띄운 모바일 신분증을 보여주고 있다. [이승환 기자] 4차 산업혁명 시대의 총아 '블록체인(block chain)'을 활용한 모바일 신분증 개발이 완료돼 내년에 상용화된다. 주민등록증, 여권, 운전면허증 등 신분증조차 들고 다닐 필요 없는 '지갑 없는 시대'가 현실로 다가오고 있는 셈이다.29일 매일경제신문과 만난 김화동 한국조폐공사 사장은 ""블록체인 업체 코인플러그와 협력해 위·변조가 불가능한 모바일 신분증 개발을 거의 완료한 단계""라며 ""내년 상반기 베타테스트를 거쳐 하반기에 실제 서비스에 들어갈 것""이라고 밝혔다. 코인플러그는 블록체인 전문기업으로 KB국민카드와 손잡고 국내 금융권 최초로 블록체인 기술을 활용한 개인인증 시스템을 개발한 바 있다. 조폐공사가 개발 중인 모바일 신분증은 애플리케이션(앱)을 내려받은 뒤 지방자치단체 등 신분증을 발급하는 기관에서 아이디와 패스워드를 발급받는 형태다. 휴대폰에는 전혀 개인정보가 남지 않고 암호화된 블록체인 인증서만 저장되기 때문에 분실·도난·위조가 어렵다. 김 사장은 ""현재 시중에 나와 있는 신분증 관련 앱은 단순히 신분증 사진을 찍어 휴대폰에 보관하는 정도""라며 ""조폐공사가 개발 중인 앱은 아예 앱으로 실물 신분증 자체를 대체하는 전혀 다른 차원의 기술""이라고 강조했다.조폐공사는 중·고등학교가 발행하는 학생증, 여성가족부가 발행하는 청소년증 등 우선 적용이 쉬운 신분증부터 관계기관과 협의를 거쳐 모바일 신분증으로 대체 발급할 방침이다. 장기적으로는 주민등록증, 운전면허증, 전자여권 등 모든 신분증을 모바일 신분증으로 대체하겠다는 목표를 세우고 해당 신분증의 발급 기관들과 협의에 나설 계획이다. 김 사장은 ""가장 수요가 많은 주민등록증은 행정자치부, 전자여권은 외교부와 협의가 필요한 사안이라 당장 모바일 신분증으로의 대체는 어려울 것으로 본다""며 ""학생증같이 법적 이슈가 약한 신분증부터 조심스럽게 접근할 방침""이라고 설명했다.김 사장은 ""모바일 신분증이 상용화되면 이를 이용한 모바일 전자투표가 가능해지는 등 사회 각 분야에서 응용 가능성이 무궁무진하다""며 ""다른 행정기관들도 모바일 신분증의 필요성에 충분히 공감할 것""으로 기대했다. 조폐공사는 모바일 신분증 사업과 함께 내년부터 블록체인을 활용한 모바일 상품권 사업에도 나선다. 중소 상공인이나 지자체 등 예산이 부족한 곳도 모바일 상품권을 쉽게 발행할 수 있도록 플랫폼을 제공하는 사업이다. 김 사장은 ""백화점이나 유통업체들이 발행하는 모바일 상품권은 도용이나 해킹 문제가 있다""며 ""블록체인 기반 모바일 상품권을 발행하면 해킹 위협이 없고 사용처 추적도 가능해 지하경제를 양성화할 수 있는 측면도 있다""고 말했다.화폐 제조가 주 업무인 조폐공사가 이처럼 블록체인을 활용한 신사업에 나선 것은 각종 페이와 신용카드 사용 증가로 갈수록 지폐 제조량이 줄면서 새 먹거리를 찾아야 하는 상황이기 때문이다. 2007년까지만 해도 20억장 규모였던 은행권 제조량은 2014년 6억7000만장으로 7년 새 3분의 1로 줄었다.모바일 신분증에 블록체인 기술을 적용하면 개인정보 해킹 위험은 없으면서 간편하게 온·오프라인에서 신분 증명이 가능해진다.[정지성 기자 / 김세웅 기자][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"	https://www.mk.co.kr/news/economy/view/2016/11/828519/
2	2	조폐공사	한국조폐공사, 김좌진 장군 '요판화+메달' 세트 발매	ko	2016-09-01 05:45:44+00:00	저작권자 © 충청신문 무단전재 및 재배포 금지 [충청신문=대전] 박희석 기자 = 한국조폐공사(사장 김화동)는 광복 70주년 기념 제2차 사업 5번째 작품으로 백야 김좌진 장군의 요판화ㆍ메달 세트를 1일부터 500세트 한정 수량 발매한다고 밝혔다.김좌진 장군은 1920년 청산리 전투에서 일본군 3000여명을 무찌르는 전과를 올리는 등 무장 독립운동의 선봉에 섰다. 또 호명학교 외 20여개 학교를 세우는 등 교육 사업을 통한 애국계몽운동을 활발히 펼쳤다.북로군정서의 총사령관 김좌진 장군은 1920년 10월 청산리에서 독립군 1500명을 지휘하며 일본군 2개 사단 5만명과 전투를 벌였다. 4일간 계속된 10여 차례 전투에서 일본군 3000여명을 무찌르는 전과를 올렸다. 청산리전투는 일제 강점기에서 가장 큰 전과를 올린 독립전쟁으로 기록되고 있다.김좌진 장군은 부유한 명문가 출신으로 태어났지만 환경에 안주하지 않고, 오직 대한의 독립만을 생각하며 민족 자립을 위한 한국의 무장 독립운동의 선봉에 서는 동시에 국가의 미래를 위해 호명학교 외 20여개 학교를 세우는 등 교육 사업을 통한 애국계몽운동을 활발히 펼쳐 사회적 공헌을 실천한 인물이었다.이번 작품은 무장 투쟁이라는 어려운 길을 택하고 조국을 위해 헌신했던 그의 숭고한 애국정신을 기리고자 기획·제작했다.요판화에는 김좌진 장군의 존영과 그의 우국시 ‘단장지통(斷腸之痛)’이 들어가 있다. ‘단장지통’은 북만주에서 항일 독립투쟁을 이끌 당시 조국에 대한 그리움과 일제에 나라를 강탈당한 통한을 ‘창자가 끊어지는 아픔’이라는 제목으로 담아낸 한시이다. 기념메달 앞면에는 김좌진 장군의 존영, 뒷면에는‘김좌진 장군상’을 넣었다.'요판화+메달' 세트는 선물 및 장식이 가능하도록 액자형으로 구성됐다. 예술적 가치와 소장 가치를 높이기 위해 요판화에 작품 일련번호를 표시했다. 제품설명서는 ‘스마트기기 인식용 보안패턴(Smartsee)’을 적용, 스마트폰으로 손쉽게 조폐공사 진품임을 확인할 수 있도록 했다.판매가격은 7만원(부가세 포함)이다. 1일 오전9시부터 한국조폐공사 쇼핑몰(www.koreamint.com) 및 전화주문(02-710-5228)을 통해 선착순 판매한다.	http://www.dailycc.net/news/articleView.html?idxno=317809
3	3	조폐공사	조폐공사 사랑의 밥차 무료급식 봉사활동 펼쳐	ko	2016-03-14 13:20:54+00:00	SNS 기사보내기 카카오스토리(으)로 기사보내기 카카오톡(으)로 기사보내기 네이버밴드(으)로 기사보내기 URL복사(으)로 기사보내기 이메일(으)로 기사보내기 다른 공유 찾기 기사스크랩하기	http://www.cj-ilbo.com/news/articleView.html?idxno=914147
4	4	조폐공사	조폐공사, 자원봉사 ‘핸즈온(Hands-ON)’ 행사 펼쳐	ko	2016-07-20 04:24:50+00:00	viewer 조폐공사 임직원들이 ‘핸즈온’ 자원봉사를 통해 만든 천연비누를 내보이며 봉사활동의 기쁨을 나누고 있다. 사진제공=한국조폐공사 < 저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지 > 한국조폐공사는 19일 핸즈온(Hands-ON) 자원봉사를 실시했다고 20일 밝혔다.핸즈온(Hands-ON)이란 바쁜 직장인 및 청소년들이 지역사회에 도움을 주기 위해 짧은 시간 참여할 수 있도록 하는 소규모 자원봉사를 말한다.한국조폐공사 임직원 25명은 ‘핸즈온’ 자원봉사에 참여해 천연비누 등 생활용품을 함께 만든 뒤 제품들은 취약계층에 전달했다.한국조폐공사 관계자는 “직장인으로서 짧은 시간 참여하는 유연한 자원봉사 형태인 ‘핸즈온’ 행사를 확대해 사회공헌 활동을 더욱더 활성화시켜 나가겠다”고 말했다./대전=박희윤기자 hypark@sedaily.com	https://www.sedaily.com/NewsVIew/1KYXUACNKU
5	5	조폐공사	조폐공사, 백혈병소아암협회에 헌혈증서 기부	ko	2016-07-12 07:57:06+00:00	저작권자 © 충청신문 무단전재 및 재배포 금지 [충청신문=대전] 박희석 기자 = 한국조폐공사는 12일 공사 임직원이 헌혈에 참여한 후 받은 헌혈증서 202매를 한국백혈병소아암협회 충청지부에 기부했다.한국조폐공사 임직원이 기부한 헌혈증은 소아암 어린이들에게 희망과 용기를 북돋우고 건강한 사회구성원으로 자랄 수 있도록 지원하기 위한 것이다.한국조폐공사는 정부3.0 서비스 정책에 적극 부응해 2013년 대한적십자사와 업무협약을 맺고 혈액부족으로 고통 받는 환자들을 위해 매년 사랑의 헌혈행사를 실시하고 있으며, 정부3.0 서비스 정책에 적극 부응하고 있다.한국조폐공사 관계자는 “임직원들의 마음을 담은 헌혈증서 기부가 어려움을 겪고 있는 소아암 환자들에게 위로가 되었으면 한다.”며 “앞으로도 한국조폐공사는 백혈병 소아암 어린이들이 소중한 꿈과 희망을 키울 수 있도록 관심을 가지고 노력하겠다.”라고 말했다.	http://www.dailycc.net/news/articleView.html?idxno=309081
6	6	조폐공사	골드바 금융권 유통 매출 260억으로 성장…조폐공사, 골드바 금융권 유통망 9개사로 확대	ko	2016-11-30 00:55:15+00:00	대전--(뉴스와이어) 2016년 11월 30일 -- 한국조폐공사가 공신력과 완벽한 품질보증을 바탕으로 추진한 골드바 사업은 최근까지 유통채널 확충에 어려움을 겪다가 국민 접근성을 높이기 위해 금융권 판매망을 확충하면서 판매량이 급성장하고 있다. 한국조폐공사가 출시한 오롯골드바는 우리은행, 수협은행, 광주은행 등 금융권 판매가 확대되어 소비자들로부터 오롯골드바 선호도가 높아지면서 올해 연말까지 매출 260억원을 돌파할 것으로 예상된다. 이는 타 기관 골드바를 포함한 전체 브랜드 골드바의 금융권을 통한 판매가 작년에 비해 절반 정도로 감소한 시장 환경에서 조폐공사 오롯골드바 단독으로 올린 매출 성장이라 더욱 의미가 크다. 그간 확충된 금융권(시중은행, 투자증권사, 저축은행)판매망의 마케팅 전략이 본격화 되면 내년에는 매출이 400억원을 넘어설 것으로 기대된다. 한국조폐공사가 자사브랜드인 ‘오롯골드바’를 출시하고 본격적인 골드바사업을 시작한 것은 2014년부터이다. 국내 금시장의 경우 음성거래가 만연하고 순도, 중량, 유통경로 등이 명확하지 않아 금 거래에 대한 소비자 불안 및 불신이 확산되어 사회적 문제가 되고 있는 상황이었다. 이에 따라 금의 수요·공급자가 가격과 품질에 대한 신뢰를 가지고 안정적으로 금을 거래할 수 있는 KRX 금시장이 개설되었으며 한국조폐공사는 공신력과 완벽한 품질관리 등을 인정받아 KRX 금시장 내 거래되는 골드바의 금 품질인증 기관으로 선정되었다. 또한 한국조폐공사는 귀금속 사업 수행 경험 및 축적된 기술력·사업역량 등의 강점을 바탕으로 골드바 판매 사업을 시작하게 되었다. 소비자들이 안심하고 살 수 있는 골드바 대표 브랜드로서 우수한 품질의 골드바가 시장을 통해 투명하게 거래되는 기틀을 마련하고자 함이었다. 하지만 시장 환경은 호락호락하지 않았다. 순도와 중량이 보증된 고품질의 골드바, 공기업의 공신력, 제품을 생산한 뒤 품질검사를 시행하는 유일한 골드바 제품이라는 차별적인 우위성으로 눈길을 끄는데 성공하였지만 고객들이 접근할 수 있는 유통채널이 제한적이어서 판매에 어려움이 있었다. 한국조폐공사는 대외적으로 오롯골드바 인지도를 높이는 한편, 금융권을 대상으로 오롯골드바의 순도·중량 등의 품질, 위변조를 예방하는 기술력 등의 차별적 우위성을 강조하는 영업을 통해 금융권을 늘리고 있다. 오롯 골드바 판매망은 당초 증권사 2개사에서 올해 시중은행, 투자증권사, 저축은행 등 9개사로 대폭 확충되었다. 그 결과 금융권을 통한 오롯골드바 매출은 206억 규모로 성장해 전년도 141억 매출 대비 86% 급성장했다. 최소 수십만원에서부터 많게는 수천만원을 호가하는 골드바를 구입하고자 하는 고객들이 한국조폐공사 ‘오롯골드바’는 안심하고 구입할 수 있는 골드바라는 인식이 확산되면서 타기관 브랜드 골드바와의 경쟁에서 고객 선호 현상이 높아지고 있다. 한국조폐공사가 금융권 거래 고객 150명을 대상으로 자체 실시한 설문조사 결과 공사 ‘오롯 골드바’와 국제적으로 유명한 해외 유명 브랜드 골드바와의 선호비율은 60:40 정도로 비교우위에 있었으며 국내 대표 L사 브랜드 골드바와의 선호비율은 95:5로 압도적 우위성을 확보하였다. 압도적인 고객선호에 따라 앞으로 오롯골드바를 취급하는 판매망은 더욱 확충될 전망이다. 한국조폐공사는 오롯골드바 판매 확산은 그간 골드바를 구매하는 고객이 제품 품질에 대해 안심하고 손쉽게 구입할 수 있도록 고객 편익을 강화한 것으로 앞으로도 고객 편익을 도모하면서 투명한 유통거래질서가 구축될 수 있도록 지속적인 관리와 노력을 경주하겠다고 밝혔다. 웹사이트: http://www.komsco.com 이 뉴스는 기업·기관이 발표한 보도자료입니다. 뉴스 보도에 이용할 수 있습니다. 이용 안내 	https://www.newswire.co.kr/newsRead.php?no=840763
7	7	조폐공사	한국조폐공사 ‘태극기 기념 메달’ 출시, 풍산화동양행서 예약접수		2016-03-08 07:00:00+00:00		https://news.joins.com/article/19690753
8	8	조폐공사	[르포]조폐공사 제지본부 가보니…원료는 우즈벡산	ko	2016-04-10 03:00:00+00:00	"충남 부여에 있는 한국조폐공사 제지본부.© News1 은행권 용지가 생산되고 있는 모습.© News1 5만원권 은행권 용지© News1 ""종이는 화폐 위·변조를 막는 최후의 보루입니다.""국내에서 유통되는 지폐를 만드는 데 쓰이는 보안 용지를 생산하는 한국조폐공사 제지본부에 들어서 처음 들은 말이다. 인쇄 기술이 발달하면서 지폐의 디자인을 똑같이 따라 할 수는 있지만, 제조 과정에 사용되는 종이는 절대 위·변조가 불가능하다는 얘기다. 화려한 화장술로 신사임당과 닮은꼴을 만들어낼 수 있어도 강원도 강릉시 율곡로에 또 하나의 오죽헌을 지을 순 없다는 말과도 같다.현시대 진짜 신사임당이 사는 집인 5만원권 용지의 제조과정을 보기 위해 충남 부여에 있는 조폐공사 제지본부를 찾은 것은 따듯한 봄바람이 불던 지난 8일. 제지본부는 국내에서 보안 등급이 두 번째로 높은 '나급' 국가 보안시설이라 사전에 허가를 받았음에도 보안 사항을 준수하겠다는 서약서를 낸 뒤에 안으로 들어간다.만개한 벚나무가 늘어선 길을 지나 생산시설이 있는 공장. 기계가 돌아가는 소리로 가득한 모습은 여느 공장과 다르지 않다. 그러나 은행권 용지를 만드는 공정에 대한 설명이 더해질수록 신기하고 특별했다.은행권에 쓰이는 보안용지는 원재료인 면 펄프가 20단계의 공정을 거쳐 만들어진다. 크게는 지료, 초지, 검사로 구분된다. 많이 알려진 사실이지만, 은행권의 원료는 솜이다. 이 솜은 방적 공장의 중간 공정에서 발생하는 양질의 면섬유(노일)로 목재펄프보다 품질이 우수해 은행권에 쓰인다. 은행권은 정교한 인쇄에 적합한 지질이어야 하고 특수 색소 같은 위·변조 방지 요소를 담아내야 한다. 많은 사람의 손을 거치거나 물기에 닿았을 때 쉽게 해져서도 안 된다. 고품질을 요구하는 이유다.지료 공정 중 솜을 타서 펄프를 만들고 표백하는 작업까지는 조폐공사가 우즈베키스탄에 세운 자회사 GKD에서 이뤄진다. 우즈베키스탄에 자회사가 있는 것은 면화가 많이 나기 때문이란다. 제지본부는 GKD에서 펄프를 받은 뒤 불순물을 제거하는 작업부터 은행권 용지가 완성될 때까지의 공정을 책임진다.작업의 핵심은 위·변조할 수 없도록 보안 요소를 집어넣는 것이다. 종이를 만드는 과정에서 들어가는 위변조 방지 보안 요소는 은화, 은선, 색 섬유 등 3가지다. 은화는 빛에 비춰 보면 나타나는 숨은 그림이다. 눈으로 쉽게 구별할 수 있지만, 용지 제조과정에서 직접 형성돼 최첨단 컬러복사기나 스캐너로도 복제하거나 재현할 수 없다. 진품과 위조품 식별이 매우 쉽다는 장점이 있다.은선은 용지 속에 세로로 넣는 얇은 띠 형태의 선이다. 색 섬유는 용지를 만드는 과정에서 특성에 맞게 염색된 가느다란 실을 일정한 길이로 종이 원료와 함께 혼합해 삽입하는 미세섬유다. 색 섬유는 평소에는 보이지 않지만, 형광램프에 비춰보면 발견할 수 있다. 기기감지 요소로 활용된다. 보안 요소를 넣는 것만큼이나 중요한 게 용지의 내구성을 높이는 작업이다. 이를 위해 풀을 입히고 고온에서 건조하는 과정을 거치며 용지의 수분은 6% 수준으로 유지된다.섬유가 복원력을 가지려면 수분이 반드시 필요하다. 가장 적정한 수준이 6%다. 세탁기에 넣고 돌려 구겨진 지폐에 다림질하면 잘 펴지는 이유도 지폐 내에 수분이 있어서다. 이후 은행권 용지는 불량 여부 등에 관한 판단 검사를 거쳐 이상이 없는 경우 완제품으로 포장된다. 제지본부에 도착한 펄프가 완제품으로 나오기까지 걸리는 시간은 24시간 정도다.jbk8801@"	https://www.news1.kr/articles/?2629490
9	9	조폐공사	조폐공사 화폐박물관 캘리그라피 특별展	ko	2016-05-02 08:37:21+00:00	SNS 기사보내기 카카오스토리(으)로 기사보내기 카카오톡(으)로 기사보내기 네이버밴드(으)로 기사보내기 URL복사(으)로 기사보내기 이메일(으)로 기사보내기 다른 공유 찾기 기사스크랩하기	http://www.cj-ilbo.com/news/articleView.html?idxno=917230
