,Unnamed: 0,Keyword,Count_news,Count_blog,Count_kin,Count_total
407,407,백,2.0,0.0,2.0,4.0
408,408,17,2.0,1.0,0.0,3.0
409,409,1113,1.0,0.0,0.0,1.0
410,410,수주이사회,1.0,0.0,0.0,1.0
411,411,이사회,1.0,0.0,0.0,1.0
412,412,통과,1.0,0.0,0.0,1.0
413,413,사,1.0,4.0,0.0,5.0
414,414,1000,1.0,0.0,2.0,3.0
415,415,면,1.0,1.0,3.0,5.0
416,416,면펄프,1.0,1.0,0.0,2.0
417,417,전방위,1.0,0.0,0.0,1.0
418,418,수출,1.0,4.0,0.0,5.0
419,419,확대,1.0,5.0,0.0,6.0
420,420,행진,2.0,0.0,0.0,2.0
421,421,14,1.0,4.0,0.0,5.0
422,422,14일,1.0,1.0,0.0,2.0
423,423,업계,1.0,0.0,1.0,2.0
424,424,포스터,1.0,0.0,0.0,1.0
425,425,전시,1.0,3.0,1.0,5.0
426,426,미래성장사업,1.0,0.0,0.0,1.0
427,427,여파,2.0,0.0,0.0,2.0
428,428,감소,2.0,0.0,1.0,3.0
429,429,이미지한국조폐공사,1.0,0.0,0.0,1.0
430,430,구성,1.0,1.0,1.0,3.0
431,431,임무,1.0,0.0,0.0,1.0
432,432,위치,1.0,1.0,10.0,12.0
433,433,그동안,1.0,0.0,0.0,1.0
434,434,화폐제조,1.0,0.0,4.0,5.0
435,435,실적,1.0,0.0,1.0,2.0
436,436,판매,1.0,13.0,10.0,24.0
437,437,지역,1.0,12.0,1.0,14.0
438,438,지역상품권,1.0,0.0,0.0,1.0
439,439,상품권,1.0,12.0,0.0,13.0
440,440,방어,1.0,0.0,0.0,1.0
441,441,수상,1.0,7.0,0.0,8.0
442,442,실현,2.0,5.0,0.0,7.0
443,443,사장가운데이,1.0,0.0,0.0,1.0
444,444,가운,1.0,0.0,0.0,1.0
445,445,데이,1.0,0.0,0.0,1.0
446,446,202138,1.0,0.0,0.0,1.0
447,447,재판매,1.0,0.0,0.0,1.0
448,448,금지,1.0,0.0,0.0,1.0
449,449,감염증코로나19,2.0,0.0,0.0,2.0
450,450,결국,1.0,0.0,1.0,2.0
451,451,김,2.0,4.0,0.0,6.0
452,452,김정환,1.0,0.0,0.0,1.0
453,453,정,2.0,3.0,4.0,9.0
454,454,환,1.0,0.0,0.0,1.0
455,455,기자,4.0,2.0,0.0,6.0
456,456,카드형,2.0,8.0,0.0,10.0
457,457,형,2.0,13.0,1.0,16.0
458,458,십이지,2.0,0.0,0.0,2.0
459,459,3일,6.0,0.0,2.0,8.0
460,460,2021,6.0,12.0,0.0,18.0
461,461,국립공원소백산,2.0,0.0,0.0,2.0
462,462,소백산,4.0,0.0,0.0,4.0
463,463,태백산,4.0,0.0,0.0,4.0
464,464,다도해,4.0,0.0,0.0,4.0
465,465,다도해해상,2.0,0.0,0.0,2.0
466,466,해상,4.0,0.0,0.0,4.0
467,467,주왕산,4.0,0.0,0.0,4.0
468,468,행사,6.0,4.0,0.0,10.0
469,469,지난달,3.0,0.0,0.0,3.0
470,470,2,3.0,20.0,14.0,37.0
471,471,2일,3.0,1.0,0.0,4.0
472,472,23일,2.0,0.0,0.0,2.0
473,473,농협,2.0,4.0,0.0,6.0
474,474,농협은행,2.0,3.0,0.0,5.0
475,475,은행,3.0,27.0,10.0,40.0
476,476,우리,2.0,10.0,1.0,13.0
477,477,우리은행,2.0,2.0,0.0,4.0
478,478,전국,2.0,4.0,1.0,7.0
479,479,지점,2.0,0.0,0.0,2.0
480,480,취임,1.0,3.0,0.0,4.0
481,481,주목,1.0,0.0,0.0,1.0
482,482,시사,2.0,0.0,0.0,2.0
483,483,시사위크,1.0,0.0,0.0,1.0
484,484,위크,1.0,0.0,0.0,1.0
485,485,다도해해상주왕산,2.0,0.0,0.0,2.0
486,486,223,1.0,0.0,0.0,1.0
487,487,223일,1.0,0.0,0.0,1.0
488,488,인터넷,1.0,0.0,0.0,1.0
489,489,작품,1.0,0.0,0.0,1.0
490,490,사회적자립,1.0,0.0,0.0,1.0
491,491,자립,1.0,1.0,0.0,2.0
492,492,일자리,1.0,8.0,0.0,9.0
493,493,지원,1.0,5.0,11.0,17.0
494,494,제공한국,1.0,0.0,0.0,1.0
495,495,오른쪽,1.0,0.0,0.0,1.0
496,496,류,1.0,2.0,0.0,3.0
497,497,류병옥,1.0,0.0,0.0,1.0
498,498,병,1.0,1.0,0.0,2.0
499,499,옥,1.0,0.0,4.0,5.0
500,500,사업처장,1.0,0.0,0.0,1.0
501,501,처장,1.0,0.0,0.0,1.0
502,502,강병,1.0,0.0,0.0,1.0
503,503,사업이사,1.0,0.0,0.0,1.0
504,504,이사,1.0,0.0,0.0,1.0
505,505,한국은행,1.0,16.0,8.0,25.0
506,506,이정,1.0,0.0,0.0,1.0
507,507,발권,1.0,0.0,0.0,1.0
508,508,발권국장,1.0,0.0,0.0,1.0
509,509,국장,1.0,0.0,0.0,1.0
510,510,태검,1.0,0.0,0.0,1.0
511,511,발권과장,1.0,0.0,0.0,1.0
512,512,과장,1.0,1.0,4.0,6.0
513,513,앞,1.0,5.0,1.0,7.0
514,514,앞뒷면왼쪽,1.0,0.0,0.0,1.0
515,515,뒷면,1.0,0.0,0.0,1.0
516,516,왼쪽,1.0,1.0,1.0,3.0
517,517,진행,1.0,6.0,5.0,12.0
518,518,구매,2.0,5.0,7.0,14.0
519,519,구매예약,1.0,0.0,0.0,1.0
520,520,접수결과,1.0,0.0,0.0,1.0
521,521,결과,2.0,0.0,2.0,4.0
522,522,2종,1.0,0.0,0.0,1.0
523,523,종,1.0,0.0,1.0,2.0
524,524,세트,1.0,21.0,2.0,24.0
525,525,확산,2.0,0.0,1.0,3.0
526,526,1년,1.0,0.0,1.0,2.0
527,527,특정,1.0,0.0,0.0,1.0
528,528,사업군의,1.0,0.0,0.0,1.0
529,529,군의,1.0,0.0,0.0,1.0
530,530,압도적,1.0,0.0,0.0,1.0
531,531,행정,1.0,4.0,2.0,7.0
532,532,행정안전부,1.0,3.0,0.0,4.0
533,533,안전,1.0,4.0,0.0,5.0
534,534,운전면허증,1.0,0.0,0.0,1.0
535,535,업무,1.0,5.0,6.0,12.0
536,536,위탁,1.0,0.0,0.0,1.0
537,537,맺었다,1.0,0.0,0.0,1.0
538,538,대면,1.0,0.0,0.0,1.0
539,539,대면서면,1.0,0.0,0.0,1.0
540,540,서면,1.0,0.0,0.0,1.0
541,541,방식,1.0,0.0,0.0,1.0
542,542,추진중인,1.0,0.0,0.0,1.0
543,543,중인,1.0,2.0,1.0,4.0
544,544,디지털,1.0,0.0,0.0,1.0
545,545,뉴딜,1.0,0.0,0.0,1.0
546,546,사업가운데,1.0,0.0,0.0,1.0
547,547,10,1.0,12.0,2.0,15.0
548,548,10일,1.0,0.0,0.0,1.0
549,549,입구,1.0,0.0,0.0,1.0
550,550,전경,1.0,0.0,0.0,1.0
551,551,사진이승,1.0,0.0,0.0,1.0
552,552,이승,1.0,0.0,0.0,1.0
553,553,시사저널,1.0,0.0,0.0,1.0
554,554,저널,1.0,0.0,0.0,1.0
555,555,속칭,1.0,0.0,0.0,1.0
556,556,접수량,1.0,0.0,0.0,1.0
557,557,발행량,1.0,0.0,0.0,1.0
558,558,당첨자,2.0,0.0,0.0,2.0
559,559,발표,2.0,1.0,0.0,3.0
560,560,예정,1.0,10.0,0.0,11.0
561,561,뉴,1.0,1.0,0.0,2.0
562,562,뉴데일리,1.0,0.0,0.0,1.0
563,563,데일리,1.0,0.0,0.0,1.0
564,564,김정원,1.0,0.0,0.0,1.0
565,565,정원,1.0,0.0,0.0,1.0
566,566,종료,1.0,0.0,0.0,1.0
567,567,골드,0.0,33.0,17.0,50.0
568,568,골드바,0.0,33.0,17.0,50.0
569,569,사람나래,0.0,3.0,0.0,3.0
570,570,나래,0.0,3.0,0.0,3.0
571,571,한국전자,0.0,3.0,0.0,3.0
572,572,한국전자통신연구원,0.0,3.0,0.0,3.0
573,573,전자,0.0,3.0,5.0,8.0
574,574,통신,0.0,3.0,0.0,3.0
575,575,연구원,0.0,3.0,0.0,3.0
576,576,영상,0.0,14.0,0.0,14.0
577,577,2019,0.0,10.0,2.0,12.0
578,578,대국민,0.0,7.0,0.0,7.0
579,579,영상공모전,0.0,7.0,0.0,7.0
580,580,공모전,0.0,11.0,0.0,11.0
581,581,최우수,0.0,3.0,0.0,3.0
582,582,납품,0.0,4.0,1.0,5.0
583,583,업체,0.0,5.0,0.0,5.0
584,584,나노,0.0,3.0,3.0,6.0
585,585,나노씨엠에스,0.0,3.0,0.0,3.0
586,586,씨,0.0,4.0,0.0,4.0
587,587,엠에스,0.0,3.0,0.0,3.0
588,588,2021년,0.0,5.0,0.0,5.0
589,589,신입,0.0,12.0,3.0,15.0
590,590,신입직원,0.0,7.0,1.0,8.0
591,591,직원,0.0,12.0,9.0,21.0
592,592,60,0.0,4.0,0.0,4.0
593,593,60명,0.0,4.0,0.0,4.0
594,594,명,0.0,5.0,3.0,8.0
595,595,채용,0.0,52.0,30.0,82.0
596,596,예정여자직원,0.0,3.0,0.0,3.0
597,597,여자,0.0,3.0,0.0,3.0
598,598,박,0.0,6.0,0.0,6.0
599,599,박항서,0.0,4.0,0.0,4.0
600,600,항서,0.0,4.0,0.0,4.0
601,601,감독,0.0,4.0,0.0,4.0
602,602,기념메달,0.0,6.0,1.0,7.0
603,603,정규직,0.0,7.0,0.0,7.0
604,604,정책,0.0,6.0,1.0,7.0
605,605,역행,0.0,3.0,0.0,3.0
606,606,역행14년간,0.0,3.0,0.0,3.0
607,607,불법적,0.0,3.0,0.0,3.0
608,608,연봉,0.0,8.0,10.0,18.0
609,609,연봉정보,0.0,3.0,3.0,6.0
610,610,정보,0.0,21.0,16.0,37.0
611,611,자소,0.0,7.0,11.0,18.0
612,612,작성,0.0,7.0,5.0,12.0
613,613,작성방법,0.0,3.0,0.0,3.0
614,614,방법,0.0,6.0,16.0,22.0
615,615,대내외,0.0,3.0,0.0,3.0
616,616,활동,0.0,9.0,0.0,9.0
617,617,현장,0.0,6.0,0.0,6.0
618,618,현장실습,0.0,4.0,0.0,4.0
619,619,실습,0.0,4.0,0.0,4.0
620,620,자동,0.0,4.0,0.0,4.0
621,621,자동심장충격기,0.0,3.0,0.0,3.0
622,622,심장,0.0,4.0,0.0,4.0
623,623,기,0.0,6.0,0.0,6.0
624,624,설치,0.0,5.0,0.0,5.0
625,625,설치사례,0.0,3.0,0.0,3.0
626,626,사례,0.0,4.0,0.0,4.0
627,627,2019년,0.0,4.0,1.0,5.0
628,628,채용형인턴,0.0,3.0,0.0,3.0
629,629,인턴,0.0,11.0,1.0,12.0
630,630,면접,0.0,7.0,12.0,19.0
631,631,경제,0.0,6.0,4.0,10.0
632,632,여행기,0.0,3.0,0.0,3.0
633,633,3편,0.0,3.0,0.0,3.0
634,634,편,0.0,7.0,1.0,8.0
635,635,채용기업분석보고서,0.0,3.0,0.0,3.0
636,636,기업,0.0,13.0,17.0,30.0
637,637,분석,0.0,5.0,2.0,7.0
638,638,보고서,0.0,3.0,1.0,4.0
639,639,공유,0.0,19.0,0.0,19.0
640,640,부산,0.0,3.0,3.0,6.0
641,641,부산동래카페,0.0,3.0,0.0,3.0
642,642,동래,0.0,3.0,0.0,3.0
643,643,카페,0.0,3.0,1.0,4.0
644,644,27,0.0,3.0,0.0,3.0
645,645,다운,0.0,3.0,0.0,3.0
646,646,다운타운,0.0,3.0,0.0,3.0
647,647,타운,0.0,3.0,0.0,3.0
648,648,동래점,0.0,3.0,0.0,3.0
649,649,점,0.0,3.0,0.0,3.0
650,650,곳,0.0,6.0,12.0,18.0
651,651,한국조폐공사채용,0.0,6.0,0.0,6.0
652,652,필기,0.0,10.0,1.0,11.0
653,653,시험,0.0,8.0,2.0,10.0
654,654,인,0.0,10.0,5.0,15.0
655,655,인강,0.0,6.0,0.0,6.0
656,656,강,0.0,9.0,0.0,9.0
657,657,자기소개,0.0,4.0,1.0,5.0
658,658,맞춤,0.0,6.0,0.0,6.0
659,659,연결형,0.0,11.0,0.0,11.0
660,660,은행권,0.0,22.0,0.0,22.0
661,661,원권,0.0,3.0,1.0,4.0
662,662,장,0.0,6.0,2.0,8.0
663,663,전기,0.0,3.0,4.0,7.0
664,664,송정,0.0,3.0,0.0,3.0
665,665,송정민,0.0,3.0,0.0,3.0
666,666,민,0.0,3.0,1.0,4.0
667,667,상주,0.0,3.0,0.0,3.0
668,668,서울,0.0,9.0,5.0,14.0
669,669,서울시청,0.0,4.0,0.0,4.0
670,670,시청,0.0,4.0,1.0,5.0
671,671,세금,0.0,4.0,0.0,4.0
672,672,세금징수,0.0,4.0,0.0,4.0
673,673,징수,0.0,4.0,0.0,4.0
674,674,금융,0.0,7.0,4.0,11.0
675,675,금융감독원,0.0,7.0,0.0,7.0
676,676,감독원,0.0,7.0,0.0,7.0
677,677,한국조폐공사채,0.0,6.0,0.0,6.0
678,678,공사채,0.0,6.0,0.0,6.0
679,679,인강추천,0.0,3.0,0.0,3.0
680,680,추천,0.0,3.0,0.0,3.0
681,681,통,0.0,3.0,0.0,3.0
682,682,필기일정,0.0,3.0,0.0,3.0
683,683,일정,0.0,5.0,5.0,10.0
684,684,준비,0.0,11.0,11.0,22.0
685,685,쥐,0.0,6.0,0.0,6.0
686,686,해,0.0,8.0,1.0,9.0
687,687,유통,0.0,7.0,1.0,8.0
688,688,유통주화,0.0,4.0,0.0,4.0
689,689,가화,0.0,4.0,0.0,4.0
690,690,사성,0.0,4.0,0.0,4.0
691,691,실버,0.0,8.0,4.0,12.0
692,692,실버바,0.0,8.0,4.0,12.0
693,693,20200826,0.0,3.0,0.0,3.0
694,694,20200826수,0.0,3.0,0.0,3.0
695,695,고품질,0.0,3.0,0.0,3.0
696,696,최,0.0,3.0,0.0,3.0
697,697,최신,0.0,3.0,2.0,5.0
698,698,신,0.0,6.0,0.0,6.0
699,699,가능,0.0,5.0,7.0,12.0
700,700,카드상품권,0.0,3.0,0.0,3.0
701,701,1호,0.0,3.0,0.0,3.0
702,702,호,0.0,6.0,0.0,6.0
703,703,지자체,0.0,3.0,0.0,3.0
704,704,유,0.0,3.0,0.0,3.0
705,705,유퀴즈,0.0,3.0,0.0,3.0
706,706,퀴즈,0.0,3.0,0.0,3.0
707,707,이종,0.0,5.0,0.0,5.0
708,708,이종학,0.0,5.0,0.0,5.0
709,709,학,0.0,5.0,2.0,7.0
710,710,위조,0.0,7.0,0.0,7.0
711,711,위조지폐,0.0,3.0,0.0,3.0
712,712,지폐,0.0,13.0,8.0,21.0
713,713,구분법,0.0,3.0,0.0,3.0
714,714,채용설명회,0.0,3.0,0.0,3.0
715,715,설명회,0.0,11.0,0.0,11.0
716,716,총,0.0,4.0,1.0,5.0
717,717,정리,0.0,3.0,0.0,3.0
718,718,후기,0.0,8.0,4.0,12.0
719,719,리뷰,0.0,3.0,0.0,3.0
720,720,관리자,0.0,4.0,0.0,4.0
721,721,지도,0.0,8.0,0.0,8.0
722,722,지도사,0.0,4.0,0.0,4.0
723,723,양성,0.0,5.0,0.0,5.0
724,724,양성과정,0.0,4.0,0.0,4.0
725,725,과정,0.0,9.0,3.0,12.0
726,726,2차수,0.0,4.0,0.0,4.0
727,727,차수,0.0,4.0,0.0,4.0
728,728,교육,0.0,12.0,2.0,14.0
729,729,은화,0.0,3.0,0.0,3.0
730,730,일상,0.0,3.0,0.0,3.0
731,731,현,0.0,7.0,2.0,9.0
732,732,주화세트,0.0,7.0,1.0,8.0
733,733,대학,0.0,3.0,0.0,3.0
734,734,대학일자리본부,0.0,3.0,0.0,3.0
735,735,본부,0.0,4.0,4.0,8.0
736,736,취업,0.0,7.0,17.0,24.0
737,737,취업전략,0.0,4.0,0.0,4.0
738,738,강의,0.0,3.0,0.0,3.0
739,739,현직,0.0,4.0,0.0,4.0
740,740,현직자,0.0,4.0,0.0,4.0
741,741,자,0.0,5.0,1.0,6.0
742,742,온라인,0.0,7.0,0.0,7.0
743,743,멘토링,0.0,4.0,0.0,4.0
744,744,유용,0.0,4.0,0.0,4.0
745,745,꿀,0.0,4.0,0.0,4.0
746,746,연봉자소,0.0,4.0,0.0,4.0
747,747,소식,0.0,7.0,0.0,7.0
748,748,연결형은행권,0.0,6.0,0.0,6.0
749,749,재,0.0,4.0,0.0,4.0
750,750,출시,0.0,8.0,0.0,8.0
751,751,라이브,0.0,4.0,0.0,4.0
752,752,라이브방송,0.0,4.0,0.0,4.0
753,753,방송,0.0,5.0,0.0,5.0
754,754,안내,0.0,4.0,1.0,5.0
755,755,영남,0.0,4.0,0.0,4.0
756,756,업무협약,0.0,5.0,0.0,5.0
757,757,체결,0.0,6.0,0.0,6.0
758,758,주화한국은행,0.0,3.0,0.0,3.0
759,759,회사,0.0,5.0,0.0,5.0
760,760,나지,0.0,3.0,0.0,3.0
761,761,수출입,0.0,4.0,0.0,4.0
762,762,수출입은행한국,0.0,4.0,0.0,4.0
763,763,조폐공사한국투자,0.0,4.0,0.0,4.0
764,764,무료,0.0,6.0,1.0,7.0
765,765,봉투,0.0,3.0,0.0,3.0
766,766,모의고사,0.0,4.0,0.0,4.0
767,767,대표,0.0,6.0,0.0,6.0
768,768,화가,0.0,4.0,0.0,4.0
769,769,시리즈,0.0,4.0,0.0,4.0
770,770,이중섭,0.0,4.0,0.0,4.0
771,771,신협,0.0,7.0,0.0,7.0
772,772,신협중앙회,0.0,3.0,0.0,3.0
773,773,중앙회,0.0,4.0,0.0,4.0
774,774,지역사랑,0.0,8.0,0.0,8.0
775,775,사랑,0.0,8.0,0.0,8.0
776,776,공동,0.0,5.0,0.0,5.0
777,777,공동개발,0.0,3.0,0.0,3.0
778,778,개발,0.0,6.0,6.0,12.0
779,779,쇼핑몰,0.0,19.0,8.0,27.0
780,780,접수중,0.0,3.0,0.0,3.0
781,781,중앙,0.0,8.0,0.0,8.0
782,782,중앙선거관리위원회,0.0,4.0,0.0,4.0
783,783,선거,0.0,4.0,0.0,4.0
784,784,관리,0.0,5.0,3.0,8.0
785,785,위원회,0.0,4.0,4.0,8.0
786,786,공공행정,0.0,4.0,0.0,4.0
787,787,강사,0.0,5.0,0.0,5.0
788,788,강사과정,0.0,4.0,0.0,4.0
789,789,3차,0.0,5.0,0.0,5.0
790,790,차,0.0,9.0,4.0,13.0
791,791,실시,0.0,4.0,0.0,4.0
792,792,판매3차,0.0,3.0,0.0,3.0
793,793,디윰,0.0,11.0,0.0,11.0
794,794,디윰관오픈,0.0,3.0,0.0,3.0
795,795,관,0.0,10.0,0.0,10.0
796,796,오픈,0.0,8.0,0.0,8.0
797,797,할인,0.0,5.0,0.0,5.0
798,798,상반기,0.0,5.0,0.0,5.0
799,799,수령,0.0,4.0,1.0,5.0
800,800,수령완료,0.0,3.0,0.0,3.0
801,801,완료,0.0,3.0,0.0,3.0
802,802,감상,0.0,3.0,0.0,3.0
803,803,채용전문가,0.0,4.0,0.0,4.0
804,804,전문가,0.0,4.0,1.0,5.0
805,805,합격자,0.0,4.0,11.0,15.0
806,806,합격자소,0.0,4.0,9.0,13.0
807,807,소,0.0,5.0,9.0,14.0
808,808,기재위,0.0,3.0,0.0,3.0
809,809,재위,0.0,3.0,0.0,3.0
810,810,국감,0.0,3.0,0.0,3.0
811,811,보도,0.0,4.0,0.0,4.0
812,812,보도자료,0.0,4.0,0.0,4.0
813,813,자료,0.0,4.0,3.0,7.0
814,814,경쟁력,0.0,4.0,0.0,4.0
815,815,발행예정,0.0,3.0,0.0,3.0
816,816,수협,0.0,4.0,0.0,4.0
817,817,수협은행한국조폐,0.0,3.0,0.0,3.0
818,818,한가위,0.0,3.0,0.0,3.0
819,819,맞이,0.0,3.0,0.0,3.0
820,820,프로,0.0,3.0,0.0,3.0
821,821,프로모션,0.0,3.0,0.0,3.0
822,822,모션,0.0,3.0,0.0,3.0
823,823,변조방지기술,0.0,3.0,0.0,3.0
824,824,플래그,0.0,9.0,0.0,9.0
825,825,플래그십,0.0,9.0,0.0,9.0
826,826,십,0.0,9.0,1.0,10.0
827,827,스토어,0.0,9.0,0.0,9.0
828,828,디윰관,0.0,7.0,0.0,7.0
829,829,대한,0.0,12.0,0.0,12.0
830,830,대한민국,0.0,10.0,0.0,10.0
831,831,민국,0.0,10.0,0.0,10.0
832,832,기념우표,0.0,4.0,0.0,4.0
833,833,우표,0.0,4.0,2.0,6.0
834,834,목록,0.0,4.0,0.0,4.0
835,835,기업정보,0.0,6.0,5.0,11.0
836,836,185,0.0,4.0,0.0,4.0
837,837,채용공고,0.0,4.0,2.0,6.0
838,838,공고,0.0,7.0,2.0,9.0
839,839,지원팁,0.0,4.0,0.0,4.0
840,840,팁,0.0,4.0,1.0,5.0
841,841,화폐이야기,0.0,7.0,0.0,7.0
842,842,이야기,0.0,13.0,2.0,15.0
843,843,도착,0.0,3.0,1.0,4.0
844,844,어머니,0.0,4.0,0.0,4.0
845,845,채용채용,0.0,4.0,0.0,4.0
846,846,카드뉴스,0.0,19.0,0.0,19.0
847,847,뉴스,0.0,20.0,0.0,20.0
848,848,나눔,0.0,5.0,0.0,5.0
849,849,나눔국민대상,0.0,3.0,0.0,3.0
850,850,대상,0.0,8.0,0.0,8.0
851,851,해외,0.0,6.0,0.0,6.0
852,852,자회사,0.0,4.0,0.0,4.0
853,853,아시나요,0.0,3.0,0.0,3.0
854,854,대전충,0.0,4.0,0.0,4.0
855,855,충,0.0,4.0,0.0,4.0
856,856,아이디어,0.0,3.0,0.0,3.0
857,857,아이디어톤,0.0,3.0,0.0,3.0
858,858,톤,0.0,3.0,0.0,3.0
859,859,대전금산,0.0,3.0,0.0,3.0
860,860,금산,0.0,3.0,0.0,3.0
861,861,아동,0.0,3.0,0.0,3.0
862,862,어르신,0.0,4.0,0.0,4.0
863,863,후원,0.0,6.0,0.0,6.0
864,864,후원물품,0.0,3.0,0.0,3.0
865,865,물품,0.0,3.0,0.0,3.0
866,866,기증,0.0,3.0,0.0,3.0
867,867,내,0.0,5.0,3.0,8.0
868,868,이름,0.0,3.0,3.0,6.0
869,869,마스코트,0.0,4.0,0.0,4.0
870,870,소개,0.0,7.0,0.0,7.0
871,871,번,0.0,5.0,2.0,7.0
872,872,화폐연대기,0.0,4.0,0.0,4.0
873,873,연대기,0.0,4.0,0.0,4.0
874,874,조,0.0,6.0,6.0,12.0
875,875,2주년,0.0,3.0,0.0,3.0
876,876,급식,0.0,3.0,0.0,3.0
877,877,급식봉사,0.0,3.0,0.0,3.0
878,878,봉사,0.0,7.0,0.0,7.0
879,879,코리,0.0,5.0,3.0,8.0
880,880,직무,0.0,3.0,3.0,6.0
881,881,직무인터뷰,0.0,3.0,1.0,4.0
882,882,인터뷰,0.0,3.0,1.0,4.0
883,883,이상,0.0,5.0,2.0,7.0
884,884,보안기술,0.0,8.0,0.0,8.0
885,885,레진,0.0,4.0,0.0,4.0
886,886,레진아트,0.0,4.0,0.0,4.0
887,887,작품전,0.0,4.0,0.0,4.0
888,888,청렴,0.0,3.0,0.0,3.0
889,889,옴부즈,0.0,3.0,0.0,3.0
890,890,자문,0.0,3.0,0.0,3.0
891,891,자문회의,0.0,3.0,0.0,3.0
892,892,수상작,0.0,8.0,0.0,8.0
893,893,상작,0.0,3.0,0.0,3.0
894,894,위변조방지,0.0,5.0,0.0,5.0
895,895,3대,0.0,4.0,0.0,4.0
896,896,상,0.0,4.0,0.0,4.0
897,897,김좌진,0.0,3.0,0.0,3.0
898,898,장군,0.0,3.0,0.0,3.0
899,899,기념사업,0.0,3.0,0.0,3.0
900,900,청년,0.0,8.0,0.0,8.0
901,901,청년정책,0.0,3.0,0.0,3.0
902,902,선배,0.0,3.0,0.0,3.0
903,903,입사,0.0,5.0,3.0,8.0
904,904,성공,0.0,3.0,0.0,3.0
905,905,2016,0.0,9.0,0.0,9.0
906,906,2016년,0.0,9.0,0.0,9.0
907,907,하반기,0.0,4.0,7.0,11.0
908,908,기반,0.0,10.0,1.0,11.0
909,909,신입직원청년인턴,0.0,4.0,0.0,4.0
910,910,안중근,0.0,4.0,0.0,4.0
911,911,의사,0.0,4.0,0.0,4.0
912,912,순국,0.0,3.0,0.0,3.0
913,913,110,0.0,3.0,0.0,3.0
914,914,추념,0.0,3.0,0.0,3.0
915,915,추념메달,0.0,3.0,0.0,3.0
916,916,수익금,0.0,3.0,0.0,3.0
917,917,기탁,0.0,3.0,0.0,3.0
918,918,홍삼,0.0,3.0,0.0,3.0
919,919,홍삼액,0.0,3.0,0.0,3.0
920,920,액,0.0,3.0,0.0,3.0
921,921,제품,0.0,9.0,2.0,11.0
922,922,지식,0.0,4.0,0.0,4.0
923,923,지식재산권,0.0,3.0,0.0,3.0
924,924,재산권,0.0,3.0,0.0,3.0
925,925,보호,0.0,3.0,0.0,3.0
926,926,기사,0.0,3.0,4.0,7.0
927,927,기사엑소,0.0,3.0,0.0,3.0
928,928,엑소,0.0,4.0,0.0,4.0
929,929,제작,0.0,6.0,1.0,7.0
930,930,공식,0.0,5.0,0.0,5.0
931,931,50,0.0,7.0,5.0,12.0
932,932,50년,0.0,5.0,0.0,5.0
933,933,10월,0.0,5.0,1.0,6.0
934,934,16,0.0,3.0,0.0,3.0
935,935,16일,0.0,3.0,0.0,3.0
936,936,짝,0.0,3.0,0.0,3.0
937,937,위조방지,0.0,4.0,0.0,4.0
938,938,신기술,0.0,3.0,0.0,3.0
939,939,2015912,0.0,3.0,0.0,3.0
940,940,913,0.0,3.0,0.0,3.0
941,941,뱀띠,0.0,4.0,0.0,4.0
942,942,뱀띠모임,0.0,4.0,0.0,4.0
943,943,모임,0.0,4.0,0.0,4.0
944,944,장려상,0.0,4.0,0.0,4.0
945,945,속,0.0,5.0,1.0,6.0
946,946,주인공,0.0,4.0,0.0,4.0
947,947,핸즈,0.0,4.0,0.0,4.0
948,948,핸즈온봉사한국,0.0,3.0,0.0,3.0
949,949,온,0.0,4.0,0.0,4.0
950,950,타이어,0.0,4.0,0.0,4.0
951,951,중앙연구소,0.0,4.0,0.0,4.0
952,952,연구소,0.0,4.0,2.0,6.0
953,953,성심,0.0,4.0,0.0,4.0
954,954,성심당,0.0,4.0,0.0,4.0
955,955,당,0.0,4.0,0.0,4.0
956,956,순도,0.0,5.0,2.0,7.0
957,957,9999,0.0,5.0,2.0,7.0
958,958,케이크,0.0,4.0,0.0,4.0
959,959,브랜드,0.0,5.0,0.0,5.0
960,960,유통주화세트,0.0,3.0,1.0,4.0
961,961,발매,0.0,3.0,0.0,3.0
962,962,한국전쟁,0.0,2.0,0.0,2.0
963,963,전쟁,0.0,2.0,0.0,2.0
964,964,혼란기,0.0,1.0,0.0,1.0
965,965,립되었습니다,0.0,1.0,0.0,1.0
966,966,완벽,0.0,1.0,0.0,1.0
967,967,생산,0.0,2.0,1.0,3.0
968,968,명실상부,0.0,1.0,0.0,1.0
969,969,최고,0.0,1.0,1.0,2.0
970,970,공신력,0.0,1.0,2.0,3.0
971,971,자부,0.0,1.0,0.0,1.0
972,972,화폐박물관19880622,0.0,1.0,0.0,1.0
973,973,19880622,0.0,1.0,0.0,1.0
974,974,개관은,0.0,1.0,0.0,1.0
975,975,관은,0.0,1.0,0.0,1.0
976,976,경제활동,0.0,2.0,0.0,2.0
977,977,매개체,0.0,2.0,1.0,3.0
978,978,관련,0.0,5.0,14.0,19.0
979,979,사료,0.0,2.0,0.0,2.0
980,980,연구,0.0,2.0,1.0,3.0
981,981,연구전시,0.0,1.0,0.0,1.0
982,982,화폐문화,0.0,1.0,0.0,1.0
983,983,문화,0.0,2.0,1.0,3.0
984,984,보존,0.0,1.0,0.0,1.0
985,985,계승,0.0,1.0,0.0,1.0
986,986,나라,0.0,7.0,6.0,13.0
987,987,최초,0.0,2.0,0.0,2.0
988,988,화폐전문박물관,0.0,2.0,0.0,2.0
