word	score
javascript	2.8283285344115727e-05
선박해양플랜트연구소	1.8503769601488912e-06
라텍스개질콘크리트	7.875862951142209e-06
장애인통합복지카드	9.580946682832789e-06
해양환경관리공단	8.216256475417612e-07
국립농업과학원장	7.641125000902616e-07
한국지역난방공사	1.1863735003988657e-06
복합계면활성제	2.2502465574692023e-06
국제가속기학교	2.158773120173707e-06
한국수력원자력	1.142887134987858e-06
보문파크뷰자이	5.551130880446674e-06
보성녹차휴게소	1.2719956588328905e-05
장애인복지카드	5.474826675904451e-06
한국예탁결제원	1.4549539385280323e-06
세계선수권대회	3.6147721741885438e-06
경영평가제도	2.4412726979592324e-07
국군체육부대	5.549197362202004e-07
대한주택보증	1.2155630198095598e-06
애플리케이션	2.1316211391051915e-06
통산화동양행	1.7411743854515796e-06
한국동서발전	1.1429279216695582e-06
그레코로만형	7.724585856754625e-06
브라질월드컵	6.910321243496835e-07
아모레퍼시픽	8.658557405914105e-06
한국전력공사	3.1093369027349437e-06
세계문화유산	4.631321403163359e-06
정부권장정책	8.13757565986411e-07
교면포장공법	3.375369836203804e-06
중소중견기업	1.514424489247334e-06
피겨스케이팅	1.3343170541777182e-06
책임경영체제	1.6275151319728216e-07
한국도로공사	2.9963113133011484e-06
부산항만공사	1.1429279216695582e-06
재무예산관리	5.696302961904877e-07
국철노동조합	6.941937092323291e-07
한국중부발전	1.6764878967797185e-06
라스베이거스	3.0003287432922696e-06
한국씨티은행	3.4551606217484173e-07
발전자회사	1.7465079374922634e-06
공개시스템	2.4412726979592324e-07
비상장주식	1.1461687501353924e-06
뮤직비디오	9.832394189200682e-06
잔액증명서	1.0182531619934386e-05
스마트tv	4.500493114938405e-06
복리후생비	7.044649426852564e-06
위탁수수료	1.4549539385280323e-06
네순도르마	2.6686341083554364e-06
온라인마트	5.966945927671144e-06
교면포장체	2.2502465574692023e-06
특별수사본	5.474826675904451e-07
한국감정원	1.737462041600939e-06
아시안게임	1.0412093878017577e-05
준정부기관	4.068787829932055e-07
경영효율성	4.882545395918465e-07
금융관리국	2.0663742706721082e-06
국가대표팀	6.4586384985158e-06
포스코건설	5.747382982280646e-06
한국마사회	2.32615587523965e-06
출판기념회	1.0123763100833092e-06
코로나19	3.649884450602968e-07
가속기학교	4.317546240347414e-06
저스틴비버	4.181560531990014e-06
헤이스팅스	1.5001643716461348e-06
글래머러스	3.9048396144318515e-06
롯데백화점	2.6665964337046e-06
cj오쇼핑	5.22560874422614e-06
당기순이익	4.068787829932055e-07
단체행동권	6.941937092323291e-07
인스타그램	4.181560531990014e-06
대한석탄공	1.4044086989026718e-06
기획재정부	2.122133295572422e-06
운영위원회	1.3122524879941463e-06
내포신도시	9.852656541052538e-07
아이돌그룹	3.3557252934871855e-06
경영시스템	3.255030263945643e-07
레미콘공장	6.750739672407608e-06
posco	7.641125000902616e-07
화폐박물관	9.49515376380148e-06
국가유공자	3.525119396590211e-06
동계올림픽	4.3826158751976546e-06
서울경찰청	9.124711126507418e-07
자살특공대	9.262642806326717e-06
바르셀로나	9.782650823524005e-06
기념주화	2.2927940899288087e-05
대행기관	3.105603436039367e-06
위조지폐	2.0225432661777267e-06
프로그램	5.421695902029738e-06
구성요소	1.514424489247334e-06
운영체제	1.906307935527359e-06
계량지표	1.6275151319728216e-07
평가결과	1.4647636187755397e-06
당첨번호	1.0782907361679833e-05
홈페이지	6.867700192694888e-06
할인카드	9.580946682832789e-06
kcos	4.038465304659557e-06
성과관리	8.95133322585052e-07
지방선거	3.841285083460612e-06
쟁의행위	4.512259110010138e-06
태극마크	6.207701204019333e-07
고등학교	2.522841746141244e-06
일련번호	3.5255876693667583e-06
공개행사	2.8151692554689193e-06
아이스쇼	5.123772382459996e-06
국가대표	8.065781279532289e-06
경영평가	1.2206363489796164e-06
경영관리	1.6275151319728216e-07
평가제도	4.068787829932055e-07
택시기사	2.7944317867241143e-06
북콘서트	3.1948687754442417e-06
모의고사	5.130996981282433e-06
홍보효과	3.4551606217484173e-07
보도자료	6.910321243496835e-07
경품행사	3.4551606217484173e-07
교통사고	2.090299530502883e-06
그린포레	6.896859578736777e-06
수원시청	3.6069782854313022e-06
qr코드	3.133086652287503e-06
한국은행	1.4563382682307434e-05
투자자들	2.9099078770560647e-06
사무총장	1.7814206086503498e-06
신한카드	1.2976364443593698e-06
네티즌들	6.500010443280425e-06
법률가들	1.0412905638484937e-06
해외여행	9.062462511100025e-07
프로축구	1.17231387982943e-06
물량공세	8.637901554371043e-07
맥도날드	5.182740932622627e-07
축구협회	1.0365481865245254e-06
무게중심	1.8503769601488912e-06
오만원권	7.01600776213283e-06
기호유학	1.4199416779752185e-06
컨퍼런스	2.2502465574692023e-06
조폐공사	1.544936632990929e-05
5만원권	1.0807473649882787e-05
주식시장	1.4549539385280323e-06
신용카드	4.238508277901305e-06
마찬가지	2.9694525900309437e-06
지하경제	3.1172967837096028e-06
경영성과	1.8325165991243065e-06
평가지표	8.13757565986411e-07
부채증가	1.6275151319728216e-07
유통업체	1.3006137187985455e-06
톱니모양	3.105603436039367e-06
금융기관	3.3647692909422176e-06
공공기관	7.712855261807324e-06
경찰청장	1.3391035461077995e-06
천안시장	1.7814206086503498e-06
성별논란	6.34121447785584e-06
태풍냉면	5.182740932622627e-07
태영건설	7.875862951142209e-06
국회의원	6.034353547023551e-06
대한민국	3.845611804171655e-06
공기업들	1.866849843877923e-06
중부매일	3.1116690677503813e-06
유효기간	2.7374133379522254e-06
지각변동	9.852656541052538e-07
중국은행	2.0663742706721082e-06
상업은행	3.099561406008162e-06
책임경영	1.2206363489796164e-06
권장정책	9.76509079183693e-07
손해배상	4.512259110010138e-06
화폐개혁	1.0949653351808903e-06
최고위원	1.0649562584814143e-06
아빠모델	1.1933891855342288e-05
생산비용	2.2502465574692023e-06
두잇서베	1.680563884692189e-06
lg전자	9.00098622987681e-06
임대수요	2.775565440223337e-06
중점관리	9.808621822765072e-07
발행규모	1.5050925289362232e-06
부채문제	1.6275151319728216e-07
평균보수	4.068787829932055e-07
이코노미	7.299768901205936e-07
보관상태	1.3058807890886847e-06
fifa	1.7275803108742087e-06
전통시장	1.0232699746242675e-06
구조조정	7.788429121766731e-07
부채비율	2.4412726979592324e-07
바탕으로	3.228400278071797e-06
승승장구	3.790026160686892e-07
발급신청	4.106120006928339e-06
노란리본	3.9048396144318515e-06
수학여행	1.7584708197441448e-06
메이크업	8.128441646368344e-06
이행실적	9.808621822765072e-07
농협은행	4.975225719183485e-06
순발행액	2.2035609442437004e-06
상품권깡	4.8028518255027414e-06
개선방안	4.977045342588529e-07
기관운영	6.304464203473964e-07
단체교섭	1.0412905638484937e-06
민사면책	1.0412905638484937e-06
정무수석	6.204567197456925e-07
자율훈련	5.549197362202004e-07
상장주식	1.910281250225654e-06
해트트릭	2.7950430924354304e-06
예비후보	2.0143468880371705e-06
노동조합	2.7767748369293163e-06
대성금속	9.754129975642013e-06
방만경영	5.154978798044706e-06
우리나라	3.0233510014426825e-06
비정규직	2.4412726979592324e-07
재무구조	2.4412726979592324e-07
정규앨범	6.638227344534147e-06
우리은행	9.919057813112478e-06
전자여권	6.046645510863543e-06
